,neg,pos
offer,109.0,120.0
offhand,,3.0
offic,121.0,125.0
offici,18.0,27.0
offkilt,2.0,5.0
offlimit,,1.0
offput,1.0,
offscreen,6.0,6.0
offset,1.0,2.0
offshoot,1.0,1.0
offspr,2.0,
offstag,,1.0
offtarget,,1.0
offthecuff,1.0,1.0
offtherack,1.0,
offthewal,4.0,2.0
offtrack,,1.0
oft,,1.0
oftdismiss,,1.0
oftenacclaim,1.0,
oftenadapt,1.0,
oftencritic,,1.0
oftenincongru,,1.0
ofteninvis,,1.0
oftenmov,,1.0
oftentim,7.0,2.0
oftentold,,1.0
ofthemo,,1.0
ogden,1.0,
ogl,5.0,2.0
ogr,5.0,13.0
ogradi,1.0,
ogrewitch,,1.0
oh,80.0,63.0
ohara,8.0,7.0
oharra,,1.0
oherlihi,1.0,2.0
ohh,,5.0
ohio,2.0,
ohlmyer,3.0,
ohneggin,,1.0
ohso,1.0,
ohsoador,,1.0
ohsocar,1.0,
ohsoclev,1.0,
ohsocool,1.0,
ohsofabul,1.0,
ohsonic,,1.0
ohsopromis,1.0,
ohsowis,1.0,
oil,11.0,4.0
oildril,2.0,
oilguycumastronaut,2.0,
oili,2.0,
oilinfest,,1.0
oingo,,1.0
ois,3.0,
oj,1.0,
ok,43.0,28.0
okay,50.0,42.0
okeday,,1.0
okeef,1.0,
oklahoma,2.0,1.0
ol,9.0,5.0
old,259.0,281.0
oldastim,1.0,
olden,,1.0
older,36.0,46.0
oldest,3.0,
oldfashion,4.0,15.0
oldguy,1.0,
oldhamdesign,1.0,
oldhollywood,,1.0
oldi,,1.0
oldman,10.0,5.0
oldself,1.0,1.0
oldsitcomstomovi,1.0,
oldtim,1.0,
ole,,1.0
olek,1.0,
olenska,,3.0
oleynik,,3.0
olga,,3.0
olin,6.0,1.0
oliv,19.0,28.0
oliveira,,1.0
olivi,1.0,
olivia,2.0,11.0
olli,3.0,
olmstead,5.0,
olsen,1.0,1.0
olsson,,1.0
olymp,2.0,2.0
olympia,2.0,1.0
olympian,1.0,1.0
olyph,,2.0
omaha,1.0,4.0
omar,6.0,1.0
omega,2.0,3.0
omegahedron,6.0,
omelet,,1.0
omen,3.0,2.0
omin,6.0,14.0
ominpot,,1.0
omiss,1.0,1.0
omit,3.0,
omnipot,1.0,2.0
omnipres,1.0,1.0
omnisci,2.0,2.0
omnivor,1.0,
onagain,1.0,1.0
onagainoffagain,,1.0
onan,,1.0
onassi,,1.0
onatopp,1.0,
onboard,1.0,3.0
onc,196.0,219.0
onceand,1.0,
onceblossom,,1.0
oncebreed,,1.0
onceeveryear,1.0,
oncegreat,,1.0
onceinalifetim,1.0,
oncemarriedbutnowestrang,1.0,
oncemeek,,1.0
onceprofit,,1.0
oncepromis,,1.0
oncerev,1.0,
oncesharp,1.0,
oncesimpl,1.0,
oncetal,1.0,
oncom,2.0,2.0
oncourt,1.0,
one,1923.0,2173.0
oneal,1.0,2.0
oneand,,1.0
oneandahalf,2.0,
oneandon,1.0,
onearm,2.0,1.0
onebyon,2.0,1.0
onecel,1.0,
onecharacterdecidesnottoreturn,1.0,
oned,,1.0
onedimension,23.0,7.0
onedown,1.0,
oneey,1.0,1.0
onefourth,1.0,
oneg,,1.0
onegin,,13.0
oneh,1.0,
onehit,,1.0
onehour,1.0,1.0
onehundr,1.0,
onehundreddollar,,1.0
oneida,1.0,
oneil,1.0,5.0
onejok,4.0,2.0
onelin,29.0,18.0
onelineatatim,1.0,
oneman,2.0,2.0
onemanwoman,,2.0
onenam,1.0,
onenight,,2.0
onenot,14.0,1.0
onenotedom,,1.0
oneonon,,1.0
oneperson,,1.0
oneroom,,2.0
onescen,1.0,
oneself,1.0,4.0
onesid,2.0,2.0
onestar,1.0,
onestardom,1.0,
onesyl,,1.0
onetenth,1.0,
onethird,,1.0
onetim,3.0,1.0
oneton,1.0,
onetwo,2.0,1.0
onetwopunch,1.0,
oneup,,3.0
oneupmanship,2.0,1.0
oneweekoldbluecheesesmel,1.0,
oneword,1.0,
oneyear,,1.0
onform,,1.0
ongo,5.0,9.0
oni,,1.0
onkey,1.0,
onlin,3.0,7.0
onlook,1.0,
onlyand,1.0,
onlyattempt,1.0,
onlychildrenha,,1.0
onlyreason,1.0,
onpar,1.0,
onscreen,32.0,23.0
onset,5.0,2.0
onship,1.0,
onshor,,1.0
onslaught,2.0,3.0
onstag,2.0,
ontario,1.0,
onthejob,,1.0
onthesidelin,1.0,
ontkean,1.0,
onto,41.0,41.0
ontrack,,1.0
onw,1.0,
onward,3.0,2.0
oogi,,1.0
ooh,3.0,2.0
oomph,1.0,1.0
oooh,2.0,
ooooh,1.0,
ooooo,1.0,
oooooo,1.0,
oop,5.0,1.0
ooz,9.0,13.0
op,,1.0
opal,1.0,
opaqu,3.0,1.0
opar,1.0,
ope,1.0,
open,217.0,262.0
openandshut,,1.0
openarm,1.0,
opencrotch,1.0,
openend,,2.0
openheart,2.0,
openingnight,,1.0
openlyhomosexu,,1.0
openmik,1.0,
openmind,,1.0
oper,38.0,49.0
opera,23.0,27.0
operandi,1.0,1.0
operat,,1.0
ophelia,,2.0
ophiophil,1.0,
opin,,1.0
opinion,36.0,43.0
opium,,2.0
oppertun,1.0,
oppisit,1.0,
oppon,12.0,9.0
opportun,63.0,51.0
opportuni,,1.0
opportunist,2.0,3.0
oppos,8.0,19.0
opposit,35.0,39.0
opppos,1.0,
oppress,5.0,14.0
oppressor,1.0,
oppritunit,,1.0
oprah,1.0,5.0
opt,11.0,9.0
optic,2.0,
optim,1.0,8.0
optimist,5.0,8.0
optimum,1.0,1.0
option,8.0,5.0
optioni,,1.0
optometrist,,1.0
opul,3.0,1.0
opus,3.0,2.0
oracl,,1.0
oral,2.0,3.0
orang,7.0,11.0
orangecenturyint,,1.0
orangey,1.0,
orangutan,1.0,
orat,,1.0
orbach,1.0,
orbit,5.0,3.0
orca,,3.0
orchard,,1.0
orchestr,4.0,2.0
orchestra,2.0,6.0
ordeal,4.0,8.0
ordel,,35.0
order,105.0,136.0
ordinari,6.0,23.0
ordinarili,1.0,1.0
ordinary,,1.0
ordinaryyet,,1.0
ore,,1.0
orefic,,1.0
oregon,2.0,
oreomunch,,1.0
org,,2.0
organ,29.0,39.0
organa,,1.0
organgrind,,1.0
organictech,,1.0
organis,4.0,5.0
organisedcrim,,1.0
organplay,,1.0
orgasm,3.0,3.0
orgazmo,,1.0
orgi,7.0,6.0
orgiast,,1.0
orgin,2.0,
orient,3.0,4.0
orienti,,1.0
origin,269.0,297.0
orion,1.0,2.0
orlando,4.0,
orlean,1.0,5.0
orlock,,5.0
ornament,1.0,2.0
orneri,1.0,1.0
orphan,8.0,8.0
orphanag,1.0,1.0
orphang,,1.0
orpheus,1.0,
orr,,1.0
orsen,,1.0
orser,,1.0
orson,7.0,1.0
ortega,2.0,
orth,1.0,
orthodox,,1.0
orton,2.0,2.0
orvill,2.0,
orwel,1.0,1.0
osborn,2.0,1.0
osbourn,,1.0
oscar,50.0,139.0
oscarbait,,1.0
oscarcalib,5.0,1.0
oscarless,,1.0
oscarnomin,1.0,3.0
oscarnomine,1.0,1.0
oscarpitt,,1.0
oscarwin,,6.0
oscarwinn,3.0,
oscarworthi,,5.0
oscil,,1.0
oseranski,1.0,
osgood,,2.0
osha,2.0,
oshea,4.0,2.0
oshii,,3.0
oskar,,2.0
osment,2.0,13.0
osmond,,3.0
osmosi,13.0,2.0
osnard,,7.0
ostens,7.0,8.0
ostentati,,1.0
ostott,1.0,
ostrich,1.0,
osullivan,,3.0
ot,1.0,1.0
oteri,2.0,
otherit,1.0,
othersmost,1.0,
otherssikh,,1.0
otherwis,47.0,56.0
otherworld,3.0,2.0
otherworldli,,1.0
oti,1.0,2.0
otool,5.0,2.0
otter,,2.0
otti,,2.0
otto,,2.0
ouch,2.0,1.0
ought,6.0,10.0
ouija,,2.0
ounc,9.0,3.0
ourselv,3.0,10.0
oust,,1.0
out,1210.0,1213.0
outact,1.0,
outandout,1.0,2.0
outback,3.0,2.0
outbland,1.0,
outboard,1.0,
outbreak,1.0,1.0
outburst,3.0,7.0
outcast,2.0,8.0
outcom,6.0,16.0
outcomether,,1.0
outdat,1.0,2.0
outdid,1.0,
outdo,1.0,3.0
outdon,2.0,
outdoor,3.0,5.0
outdoorsman,,1.0
outer,10.0,13.0
outfield,1.0,1.0
outfit,13.0,12.0
outfitsand,1.0,
outgo,1.0,4.0
outgross,1.0,
outgrow,1.0,
outgrown,2.0,
outgun,1.0,1.0
outhous,,1.0
outinen,,1.0
outing,15.0,11.0
outlandish,3.0,10.0
outlast,,2.0
outlaw,6.0,2.0
outlet,1.0,3.0
outlin,11.0,8.0
outlook,1.0,5.0
outmaneuv,1.0,1.0
outmatch,,1.0
outnumb,1.0,1.0
outofbal,,1.0
outofbodi,1.0,
outofcharact,,1.0
outofcontext,1.0,
outofcontrol,,1.0
outofit,,1.0
outofkey,1.0,
outofplac,1.0,1.0
outofprint,1.0,
outofshap,,1.0
outofstep,,1.0
outoftheirmind,,1.0
outoftouch,,1.0
outofwat,1.0,
outofwork,,1.0
outpac,1.0,1.0
outperform,2.0,1.0
outpost,1.0,1.0
outpour,,1.0
output,,3.0
outrag,22.0,32.0
outright,4.0,4.0
outrun,4.0,2.0
outset,7.0,7.0
outshin,2.0,2.0
outshock,,1.0
outsid,45.0,60.0
outsidein,,1.0
outskirt,,1.0
outsmart,3.0,3.0
outspoken,,2.0
outspokenperhap,,1.0
outstand,5.0,50.0
outstrip,,1.0
outta,1.0,2.0
outtak,3.0,9.0
outward,1.0,2.0
outweigh,,3.0
outwit,1.0,
outworld,7.0,
oval,,1.0
ovat,2.0,
ove,1.0,
oven,2.0,3.0
over,482.0,512.0
overachiev,1.0,2.0
overact,21.0,9.0
overal,34.0,84.0
overarch,,3.0
overbear,9.0,9.0
overbeck,2.0,
overblown,9.0,3.0
overboard,2.0,8.0
overcam,1.0,2.0
overcast,1.0,
overcoat,1.0,3.0
overcom,17.0,24.0
overconfid,1.0,
overcook,1.0,
overcraft,1.0,
overcrowd,1.0,
overdecor,1.0,
overdirect,1.0,2.0
overdo,5.0,1.0
overdon,14.0,8.0
overdos,1.0,3.0
overdr,1.0,
overdramat,1.0,
overdramatic,1.0,
overdrawn,,2.0
overdress,1.0,
overdu,3.0,3.0
overdub,1.0,
overeag,,2.0
overearnest,1.0,
overeffect,,1.0
overemot,3.0,
overestim,2.0,
overexagger,1.0,
overexplain,,2.0
overexpos,2.0,3.0
overexposur,,1.0
overextend,1.0,
overfil,1.0,
overflow,1.0,5.0
overgrown,2.0,1.0
overh,2.0,1.0
overhead,4.0,2.0
overhear,2.0,
overheard,1.0,1.0
overhyp,2.0,2.0
overindulg,1.0,
overjoy,1.0,1.0
overkil,3.0,1.0
overlaid,,1.0
overlap,1.0,4.0
overlay,1.0,
overlit,1.0,
overload,3.0,4.0
overlong,10.0,5.0
overlook,14.0,12.0
overlord,1.0,1.0
overlychatti,1.0,
overlydark,,1.0
overlydramat,,2.0
overlyfamiliar,1.0,
overlylong,1.0,
overlyoffici,,1.0
overlyreligi,,1.0
overlysensit,1.0,
overmed,,1.0
overnight,1.0,5.0
overpaid,2.0,1.0
overplay,8.0,4.0
overplot,2.0,1.0
overpopul,3.0,
overpow,1.0,4.0
overpr,1.0,
overprais,1.0,
overprocess,,1.0
overproduc,1.0,
overprotect,3.0,
overr,7.0,5.0
overreach,,1.0
overreact,,1.0
overrid,2.0,1.0
overrun,1.0,2.0
overs,3.0,2.0
oversappi,,1.0
oversatur,,1.0
overscor,2.0,
overse,2.0,3.0
oversea,2.0,
overseen,2.0,1.0
oversentiment,1.0,
oversex,2.0,1.0
overshadow,8.0,9.0
oversight,1.0,
oversimplif,1.0,
oversimplifi,,2.0
oversleep,1.0,
overst,1.0,3.0
overstay,3.0,1.0
overstyl,,1.0
overt,6.0,4.0
overtak,2.0,2.0
overtaken,2.0,
overth,1.0,
overtheedg,,2.0
overthehil,,1.0
overthetop,20.0,14.0
overthought,1.0,
overthrow,5.0,2.0
overtim,,4.0
overton,6.0,8.0
overtur,1.0,
overturn,1.0,3.0
overunderwritten,1.0,
overus,13.0,5.0
overweight,4.0,6.0
overwhelm,10.0,24.0
overwork,3.0,
overwritten,1.0,1.0
overwrought,5.0,1.0
overzeal,2.0,3.0
ovitz,1.0,
ovul,,1.0
owe,7.0,21.0
owen,18.0,19.0
owl,1.0,
ownar,,1.0
owner,39.0,32.0
ownership,2.0,4.0
ownerturnedpaint,,1.0
ownerveteran,,1.0
ownfal,,1.0
oxford,1.0,
oxid,2.0,
oxygen,1.0,
oxymoron,1.0,3.0
oz,14.0,15.0
ozon,1.0,5.0
ozzi,,1.0
pa,2.0,
pace,66.0,95.0
pachanga,,1.0
pacif,11.0,1.0
pacifi,1.0,1.0
pacifist,1.0,
pacino,17.0,19.0
pack,20.0,33.0
packag,17.0,8.0
packer,,1.0
packet,,1.0
packin,1.0,
pact,6.0,4.0
pacula,4.0,
pad,11.0,5.0
padawan,,2.0
paddi,,1.0
paddl,3.0,1.0
paddock,,2.0
padr,,2.0
padua,,2.0
paean,1.0,
pagan,1.0,1.0
page,27.0,11.0
pageturn,1.0,
paglia,,1.0
pai,1.0,1.0
paid,16.0,16.0
pain,91.0,70.0
painkil,3.0,
painless,,1.0
painstak,2.0,6.0
paint,32.0,48.0
paintbynumb,3.0,
paintedyou,1.0,
painter,5.0,5.0
pair,54.0,43.0
pajama,,1.0
pakistan,,1.0
pakistani,,2.0
pakistanthey,,1.0
pakula,1.0,
pal,3.0,15.0
palac,4.0,14.0
paladru,,1.0
palanc,3.0,
palat,4.0,5.0
palati,1.0,
pale,8.0,11.0
palefac,,1.0
paleontolog,1.0,
paleontologist,2.0,1.0
palett,2.0,4.0
palitaliano,1.0,
palladino,,1.0
palladium,,1.0
pallisad,1.0,
palm,3.0,4.0
palma,12.0,10.0
palmer,6.0,12.0
palmerelli,,1.0
palmetto,11.0,8.0
palmieri,,1.0
palminteri,5.0,4.0
palotti,1.0,
palpabl,1.0,11.0
palpatin,,2.0
palpit,1.0,
paltri,2.0,1.0
paltrow,16.0,17.0
pam,12.0,17.0
pamela,13.0,4.0
pammi,2.0,
pamper,1.0,2.0
pan,16.0,13.0
panach,3.0,4.0
panama,3.0,5.0
panamanian,,1.0
panandscan,,1.0
panandscannedout,,1.0
panaro,2.0,
panavis,,2.0
pancak,1.0,2.0
pandemonium,3.0,
pander,2.0,6.0
pandora,1.0,
pane,,1.0
panel,,1.0
panels,1.0,
pang,,1.0
panhood,,1.0
panic,1.0,14.0
panick,2.0,3.0
panoram,3.0,
panorama,1.0,2.0
panscholi,1.0,
pansexu,1.0,
pansi,,1.0
panslav,,1.0
pant,7.0,10.0
panteliano,,1.0
panther,1.0,5.0
panti,2.0,
pantoliano,1.0,4.0
pantomim,,1.0
pantswet,,1.0
paola,,1.0
paolo,1.0,1.0
pap,1.0,
papa,,2.0
papaya,,1.0
paper,19.0,14.0
paperthin,4.0,2.0
paperwork,1.0,
pappi,,1.0
paprika,,1.0
paquin,1.0,2.0
par,9.0,13.0
parabl,1.0,2.0
parachut,4.0,
parad,12.0,5.0
paradic,,1.0
paradigm,,3.0
paradis,9.0,14.0
parador,1.0,
paradox,5.0,6.0
paraglid,2.0,
paragraph,6.0,6.0
paral,,1.0
paralel,1.0,
parallel,7.0,19.0
paralys,,2.0
paralyz,2.0,9.0
paramed,,2.0
paramount,6.0,8.0
paramour,1.0,
paranoia,3.0,11.0
paranoiac,,1.0
paranoid,8.0,14.0
paranorm,2.0,1.0
paraphernalia,,2.0
paraphras,4.0,2.0
parapleg,1.0,
parasail,1.0,2.0
parasit,1.0,2.0
paratroop,2.0,
parcel,,1.0
parch,,1.0
pardon,3.0,3.0
pare,2.0,1.0
parent,72.0,101.0
parentchild,1.0,
parenthood,2.0,
parentkoen,,1.0
parentless,1.0,
parfitt,,1.0
pari,28.0,20.0
pariah,,1.0
parillaud,6.0,
parisian,1.0,2.0
park,59.0,59.0
parka,3.0,
parker,7.0,28.0
parlay,1.0,1.0
parliamentari,,1.0
parlor,,3.0
parma,,1.0
parochi,3.0,
parodi,35.0,46.0
parodyish,,1.0
parol,15.0,5.0
parole,1.0,
parr,,1.0
parrish,1.0,
parrot,5.0,
parse,,2.0
parsley,1.0,1.0
parson,4.0,2.0
part,300.0,353.0
partak,1.0,5.0
parthuman,,1.0
parti,73.0,75.0
partial,14.0,7.0
partiallyr,,1.0
particip,13.0,17.0
particuar,1.0,
particular,122.0,161.0
particulari,1.0,
partit,2.0,1.0
partment,1.0,
partner,57.0,35.0
partnerincrim,1.0,
partnership,1.0,3.0
partnerwif,,1.0
parton,,1.0
partown,,1.0
partridg,1.0,4.0
parttim,1.0,3.0
partway,,1.0
partyer,1.0,
partygirl,,1.0
partygo,,2.0
partypoop,1.0,
partyrav,,1.0
pas,2.0,1.0
pasadena,2.0,1.0
pascal,,7.0
pass,85.0,77.0
passabl,11.0,1.0
passag,2.0,10.0
passageway,,1.0
passang,1.0,
passeng,14.0,13.0
passion,18.0,44.0
passiv,4.0,5.0
passov,1.0,
passport,5.0,2.0
password,1.0,
passwordprotect,1.0,
past,115.0,136.0
pastel,2.0,1.0
pasti,,1.0
pastich,2.0,
pastier,1.0,
pastor,1.0,2.0
pastorelli,1.0,
pastri,1.0,
pasttim,,1.0
pastur,1.0,1.0
pastyfac,1.0,
pat,8.0,21.0
patch,40.0,2.0
patchi,1.0,
patchwork,1.0,
pate,1.0,3.0
patent,7.0,3.0
patern,2.0,1.0
paternalist,,3.0
path,19.0,42.0
pathet,54.0,23.0
patheticallywritten,1.0,
patheticlook,1.0,
patho,2.0,3.0
patholog,1.0,1.0
patienc,9.0,10.0
patient,39.0,38.0
patillo,4.0,
patinkin,1.0,1.0
patlabor,,13.0
patoi,1.0,
patontheback,1.0,
patooti,,1.0
patrasch,,4.0
patriarch,1.0,5.0
patric,8.0,10.0
patricia,5.0,6.0
patrick,23.0,45.0
patrik,,1.0
patriot,6.0,11.0
patrol,5.0,4.0
patrolman,1.0,1.0
patron,8.0,4.0
patsi,1.0,2.0
pattern,5.0,16.0
patternlik,,1.0
patterson,4.0,4.0
patti,,2.0
patton,4.0,4.0
pau,1.0,
pauciti,1.0,
paul,106.0,70.0
pauli,19.0,6.0
paulin,,5.0
paulina,7.0,
paull,1.0,
paunchi,,1.0
paus,8.0,5.0
pave,1.0,
pavlov,1.0,
paw,3.0,1.0
pawn,3.0,5.0
pawnbrok,1.0,1.0
paxton,8.0,18.0
pay,70.0,79.0
payback,17.0,7.0
paycheck,12.0,
payday,2.0,
payer,,1.0
payload,,1.0
payment,1.0,4.0
paymer,,2.0
payn,4.0,9.0
payoff,13.0,10.0
payper,1.0,
payperview,2.0,
payrol,4.0,1.0
pbs,1.0,2.0
pc,1.0,
pcu,,1.0
pd,1.0,
pea,1.0,2.0
peac,14.0,28.0
peacabl,,1.0
peacekeep,,1.0
peacelov,1.0,
peacemak,4.0,4.0
peacenik,,1.0
peach,2.0,4.0
peagreen,,1.0
peak,25.0,21.0
peanut,1.0,1.0
pear,3.0,3.0
pearc,1.0,12.0
pearl,6.0,3.0
pearlstein,1.0,
peasant,4.0,6.0
peat,,1.0
pebbl,1.0,
pec,1.0,
pecan,1.0,
peccadillo,1.0,
peck,1.0,6.0
pecker,2.0,1.0
peckinpah,2.0,4.0
peculiar,8.0,11.0
pedagog,1.0,
pedant,,2.0
peddl,,2.0
pedest,2.0,
pedestrian,7.0,1.0
pedigre,1.0,1.0
pedophil,,4.0
pedophilia,,2.0
pedro,4.0,1.0
pee,4.0,1.0
peebl,3.0,14.0
peek,4.0,2.0
peekaboo,1.0,
peel,17.0,4.0
peep,3.0,3.0
peephol,1.0,
peepshow,,1.0
peer,5.0,14.0
peerless,1.0,
peesahn,1.0,
peet,7.0,
peewe,1.0,2.0
pefect,1.0,
peform,1.0,
peggi,1.0,1.0
pego,5.0,
pei,,6.0
peic,,1.0
pejor,1.0,
pekurni,,1.0
pelican,,1.0
pell,,1.0
pellegrino,1.0,
pellet,,1.0
pelt,2.0,
pelvi,1.0,
pen,15.0,12.0
penalosa,1.0,
penanc,2.0,1.0
penchant,5.0,3.0
pencil,2.0,1.0
pencilthin,1.0,
pendel,,1.0
pendleton,3.0,
penelop,3.0,5.0
penelopeit,1.0,
penetr,4.0,4.0
penguin,5.0,1.0
peni,11.0,2.0
penitentiari,1.0,
penler,,1.0
penmen,1.0,
penn,13.0,20.0
pennebak,,1.0
penney,,1.0
penni,10.0,4.0
penniless,,3.0
pennsylvania,,3.0
pennydread,1.0,
pennyworth,1.0,
pensacola,,1.0
pensiv,2.0,2.0
pent,,1.0
pentagon,3.0,1.0
pentamet,,1.0
pentathol,1.0,
pentecost,,1.0
penthous,4.0,3.0
pentup,,1.0
penultim,1.0,3.0
penzanc,1.0,
peon,1.0,
peopl,479.0,583.0
peopleless,,1.0
peoplesor,,1.0
pep,1.0,3.0
pepe,,1.0
peplo,1.0,
pepper,12.0,6.0
pepperidg,,1.0
peppi,,4.0
pepsi,2.0,1.0
pepto,1.0,
peptobismol,,1.0
per,4.0,18.0
perceiv,,9.0
percent,7.0,4.0
percentag,3.0,3.0
percept,5.0,13.0
perch,1.0,1.0
perci,,1.0
percol,1.0,
percuss,1.0,
percussionheavi,,1.0
perdi,2.0,
perenni,3.0,1.0
perez,,1.0
perf,1.0,1.0
perfect,111.0,292.0
perfectionist,,1.0
perfectlyassembl,,1.0
perfectyou,1.0,
perfekt,4.0,
perform,424.0,678.0
performac,2.0,
performanceofwhichheshouldbeasham,1.0,
performancesalway,,1.0
performig,,1.0
perfum,1.0,1.0
perfumedrench,1.0,
perfunctori,10.0,2.0
perhap,125.0,187.0
pericl,2.0,
peril,5.0,8.0
perimet,1.0,
period,26.0,78.0
peripher,3.0,
peripheri,,4.0
perish,2.0,
perjur,,1.0
perk,3.0,
perki,3.0,3.0
perkili,,1.0
perkin,5.0,
perkuni,1.0,
perlich,1.0,
perlman,,3.0
perman,4.0,13.0
permanet,,1.0
permeat,6.0,5.0
permiss,3.0,2.0
permit,,6.0
permut,1.0,2.0
pernilla,2.0,1.0
perp,1.0,
perpetr,6.0,2.0
perpetu,11.0,12.0
perpetualmot,,1.0
perplex,3.0,4.0
perpretr,,1.0
perreault,,1.0
perri,18.0,5.0
perrineau,,1.0
persay,,2.0
persecut,1.0,3.0
persever,1.0,3.0
persia,,2.0
persian,,1.0
persist,2.0,8.0
persnicketi,1.0,
person,218.0,319.0
persona,19.0,20.0
personag,1.0,
personalbut,1.0,
personalitychalleng,1.0,
personif,1.0,2.0
personifi,3.0,2.0
personnel,1.0,1.0
perspect,15.0,37.0
persson,,1.0
persu,,2.0
persuad,5.0,11.0
persuas,1.0,4.0
pertain,2.0,3.0
perth,1.0,
pertin,1.0,2.0
perturb,,1.0
pertwe,,1.0
perus,1.0,
pervad,,1.0
pervas,,2.0
pervers,4.0,10.0
pervert,3.0,3.0
pescara,,1.0
pesci,1.0,8.0
pescucci,,1.0
pesencechalleng,1.0,
pesim,,1.0
peski,4.0,3.0
pessim,,1.0
pessimist,2.0,4.0
pest,2.0,1.0
pester,1.0,2.0
pesudopseudopseudocharact,1.0,
pet,18.0,12.0
petal,,1.0
pete,3.0,10.0
peter,94.0,101.0
petersburg,,2.0
petersen,3.0,2.0
peterson,2.0,1.0
petersson,1.0,
petey,2.0,
petit,4.0,2.0
petri,1.0,2.0
petric,,1.0
petrifi,3.0,1.0
petrovski,,1.0
petstor,,1.0
petter,1.0,
petti,5.0,11.0
petul,,1.0
petula,,1.0
pever,,1.0
pew,,1.0
peyot,,2.0
peyton,,1.0
pf,,3.0
pfarrer,1.0,
pfcs,,1.0
pfeiffer,,11.0
pfferpot,3.0,
pfieffer,1.0,
pg,26.0,32.0
ph,,1.0
phaedra,1.0,
phallus,,1.0
phantast,1.0,
phantom,17.0,49.0
pharaoh,,4.0
pharmaceut,2.0,1.0
pharmaci,1.0,
pharmacist,1.0,
pharmacolog,1.0,
pharoah,1.0,
phase,7.0,6.0
pheiffer,,1.0
phelp,3.0,3.0
phenomen,2.0,8.0
phenomena,3.0,8.0
phenomenalobserv,,1.0
phenomenon,7.0,13.0
phenomin,,1.0
pheromon,1.0,
phew,1.0,
phi,1.0,1.0
phil,24.0,23.0
philadelphia,5.0,3.0
philadelphiaarea,,1.0
philadephia,,1.0
philand,2.0,5.0
philanthropist,,1.0
philip,18.0,12.0
philipp,,3.0
philistin,,1.0
philli,1.0,
phillip,25.0,10.0
phillipi,1.0,
phillipp,16.0,5.0
phillotson,,2.0
philosop,,1.0
philosoph,10.0,15.0
philosophi,9.0,20.0
phlegm,1.0,
phnah,2.0,
phobia,,3.0
phobic,,2.0
phoeb,3.0,3.0
phoenix,10.0,11.0
phonat,,1.0
phone,47.0,34.0
phonepitch,,1.0
phonesex,2.0,
phoni,12.0,11.0
phoniest,1.0,
phonograph,,1.0
phosphorus,1.0,
photo,6.0,13.0
photogen,1.0,1.0
photograph,19.0,21.0
photographi,17.0,23.0
photojournalist,,1.0
photosensit,,1.0
phrase,14.0,20.0
phrasingtoo,1.0,
phrygia,1.0,
phylida,,3.0
phylli,,6.0
phyllida,,1.0
physic,39.0,50.0
physicfirst,,1.0
physician,3.0,3.0
physicist,2.0,
physiolog,,1.0
physiqu,1.0,
pi,2.0,
piaf,,1.0
pianist,1.0,
piano,3.0,6.0
pic,9.0,4.0
picard,7.0,14.0
picaresqu,,1.0
picasso,,2.0
pick,80.0,70.0
pickchuckyup,1.0,
picker,1.0,3.0
picket,,2.0
picketfenc,,1.0
pickett,,1.0
picki,1.0,3.0
pickin,,1.0
pickl,3.0,
pickmeup,1.0,
pickup,4.0,3.0
pictur,187.0,271.0
picturelov,,1.0
pictureperfect,,1.0
picturesqu,2.0,3.0
piddl,,1.0
pidgeon,,3.0
pie,22.0,39.0
piec,111.0,127.0
pieh,,1.0
piemak,,1.0
pier,1.0,1.0
pierc,10.0,14.0
pierr,3.0,2.0
pierreaugustin,,1.0
piesel,,1.0
piet,1.0,1.0
pieter,1.0,
piffl,1.0,
pig,19.0,35.0
pigeon,3.0,1.0
pigeonhol,,3.0
piggi,,2.0
pighead,1.0,
pigkeep,,2.0
piglet,1.0,
piglia,1.0,
piglik,,1.0
pignon,,5.0
pigpigpigpigpig,1.0,
pigtail,,1.0
pike,1.0,2.0
piker,,1.0
pikser,,1.0
pikul,,2.0
pile,27.0,9.0
pileggi,,1.0
pileup,1.0,3.0
pilgrim,3.0,7.0
pilgrimag,,2.0
pilion,1.0,
pilkington,,1.0
pill,8.0,5.0
pillag,1.0,3.0
pilleggi,1.0,
piller,2.0,
pillow,,3.0
pillpop,,2.0
pillpoppin,2.0,
pillsburi,4.0,
pilot,24.0,30.0
pilson,,1.0
pimlico,1.0,
pimp,26.0,2.0
pimpernel,,1.0
pimpl,2.0,6.0
pimplefac,1.0,
pin,2.0,2.0
pina,,2.0
pinch,1.0,1.0
pinchot,1.0,
pincus,,1.0
pine,9.0,6.0
pineappl,1.0,
ping,,3.0
pingbin,,1.0
pingpong,1.0,
pink,4.0,14.0
pinkerton,1.0,
pinkett,6.0,
pinki,,3.0
pinnacl,2.0,5.0
pinocchio,,4.0
pinon,2.0,1.0
pinpoint,2.0,
pint,,2.0
pinter,,1.0
pinteresqu,,1.0
pinto,,1.0
pintsiz,2.0,2.0
pinup,1.0,1.0
pinupplast,1.0,
pioneer,,4.0
pious,3.0,1.0
pip,2.0,5.0
pipe,4.0,1.0
pipelin,,3.0
piper,3.0,4.0
pipston,1.0,
piraci,1.0,2.0
pirahna,,1.0
pirat,10.0,6.0
pirhanna,1.0,
pisani,1.0,
pisken,,1.0
piss,10.0,5.0
pissant,1.0,
pisspoor,,1.0
